ts_s,ts_ms,Sensor1_raw,Sensor2_raw,Sensor3_raw,Sensor4_raw,Sensor5_raw,Sensor6_raw,Sensor7_raw,Sensor8_raw,Sensor9_raw,Sensor10_raw
10512,10512432,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10513,10512643,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10513,10512943,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10513,10513143,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10513,10513389,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10514,10513607,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10514,10513813,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10514,10514017,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10514,10514232,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10514,10514469,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10515,10514693,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10515,10514993,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10515,10515194,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10516,10515525,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10516,10515807,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10516,10516118,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10516,10516428,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10517,10516730,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10517,10517030,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10517,10517241,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10518,10517553,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10518,10517753,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10518,10517964,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10518,10518212,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10518,10518478,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10519,10518679,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10519,10519016,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10519,10519292,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10520,10519507,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10520,10519798,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10520,10520000,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10520,10520310,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10521,10520511,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10521,10520742,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10521,10521042,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10521,10521242,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10521,10521443,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10522,10521773,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10522,10521973,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10522,10522253,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10522,10522454,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10523,10522707,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10523,10523007,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10523,10523217,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10523,10523438,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10524,10523642,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10524,10523855,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10524,10524057,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10524,10524288,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10525,10524511,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10525,10524712,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10525,10525012,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10525,10525224,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10526,10525533,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10526,10525845,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10526,10526065,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10526,10526270,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10527,10526511,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10527,10526776,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10527,10527076,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10527,10527376,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10528,10527686,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10528,10527889,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10528,10528091,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10528,10528402,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10529,10528711,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10529,10529014,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10529,10529246,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10530,10529529,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10530,10529771,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10530,10529982,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10530,10530246,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10530,10530446,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10531,10530757,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10531,10531078,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10531,10531344,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10532,10531545,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10532,10531786,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10532,10532090,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10532,10532410,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10533,10532615,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10533,10532915,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10533,10533138,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10533,10533343,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10534,10533628,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10534,10533929,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10534,10534155,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10534,10534376,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10535,10534589,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10535,10534889,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10535,10535142,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10535,10535364,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10536,10535675,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10536,10535876,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10536,10536085,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10536,10536286,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10537,10536597,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10537,10536897,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10537,10537097,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10537,10537310,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10538,10537537,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10538,10537738,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10538,10538031,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10538,10538339,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10539,10538631,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10539,10538976,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10539,10539258,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10540,10539570,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10540,10539800,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10540,10540000,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10540,10540201,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10540,10540441,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10541,10540701,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10541,10541001,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10541,10541411,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10542,10541712,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10542,10541915,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10542,10542222,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10543,10542542,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10543,10542843,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10543,10543155,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10543,10543466,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10544,10543855,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10544,10544167,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10544,10544367,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10545,10544581,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10545,10544894,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10545,10545095,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10545,10545405,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10546,10545626,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10546,10545829,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10546,10546119,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10546,10546329,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10547,10546530,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10547,10546761,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10547,10547061,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10547,10547261,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10547,10547475,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10548,10547687,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10548,10547897,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10548,10548167,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10548,10548488,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10549,10548696,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10549,10548996,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10549,10549225,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10549,10549426,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10550,10549638,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10550,10549908,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10550,10550219,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10550,10550420,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10551,10550734,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10551,10551034,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10551,10551344,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10552,10551547,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10552,10551748,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10552,10552059,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10552,10552369,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10553,10552573,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10553,10552814,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10553,10553114,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10553,10553385,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10554,10553697,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10554,10553898,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10554,10554208,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10554,10554484,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10555,10554722,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10555,10555022,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10555,10555251,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10555,10555452,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10556,10555667,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10556,10555868,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10556,10556090,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10556,10556291,26.5,26.75,26.25,26.25,26.25,26.75,26.5,26.5,26.5,26.75
10557,10556869,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10557,10557181,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10557,10557484,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10558,10557795,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10558,10558104,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10558,10558303,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10559,10558504,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10559,10558814,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10559,10559126,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10559,10559326,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10560,10559558,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10560,10559838,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10560,10560040,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10560,10560381,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10561,10560581,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10561,10560881,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10561,10561191,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10561,10561488,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10562,10561788,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10562,10561998,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10562,10562299,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10563,10562610,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10563,10563023,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10563,10563224,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10563,10563436,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10564,10563738,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10564,10563939,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10564,10564238,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10564,10564450,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10565,10564759,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10565,10565062,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10565,10565262,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10566,10565579,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10566,10565790,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10566,10565991,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10566,10566202,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10566,10566468,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10567,10566800,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10567,10567111,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10567,10567312,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10568,10567525,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10568,10567726,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10568,10568039,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10568,10568350,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10569,10568571,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10569,10568782,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10569,10569082,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10569,10569292,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10570,10569590,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10570,10569863,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10570,10570069,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10570,10570420,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10571,10570645,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10571,10570945,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10571,10571154,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10571,10571370,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10572,10571623,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10572,10571823,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10572,10572038,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10572,10572253,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10572,10572464,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10573,10572664,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10573,10572964,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10573,10573214,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10573,10573415,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10574,10573616,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10574,10573818,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10574,10574023,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10574,10574237,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10574,10574487,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10575,10574708,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10575,10575008,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10575,10575222,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10575,10575421,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10576,10575642,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10576,10575922,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10576,10576123,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10576,10576434,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10577,10576635,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10577,10576935,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10577,10577145,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10577,10577456,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10578,10577656,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10578,10577965,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10578,10578166,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10578,10578417,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10579,10578648,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10579,10578948,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10579,10579160,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10579,10579403,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10580,10579705,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10580,10579938,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10580,10580149,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10580,10580351,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10581,10580623,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10581,10580936,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10581,10581246,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10581,10581448,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10582,10581688,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10582,10581898,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10582,10582102,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10582,10582316,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10583,10582522,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10583,10582727,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10583,10583027,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10583,10583290,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10584,10583501,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10584,10583802,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10584,10584003,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10584,10584314,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10585,10584625,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10585,10584950,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10585,10585242,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10585,10585445,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10586,10585746,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10586,10586048,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10586,10586259,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10586,10586470,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10587,10586788,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10587,10587088,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10587,10587289,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
10588,10587501,26.5,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
