ts_s,ts_ms,Sensor1_raw,Sensor2_raw,Sensor3_raw,Sensor4_raw,Sensor5_raw,Sensor6_raw,Sensor7_raw,Sensor8_raw,Sensor9_raw,Sensor10_raw
4289,4289327,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4290,4289530,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4290,4289731,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4290,4289933,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4290,4290252,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4290,4290464,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4291,4290866,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4291,4291166,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4291,4291368,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4292,4291571,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4292,4291792,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4292,4292100,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4292,4292311,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4293,4292532,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4293,4292822,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4293,4293122,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4293,4293323,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4294,4293535,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4294,4293835,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4294,4294146,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4294,4294359,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4295,4294560,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4295,4294771,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4295,4295071,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4295,4295272,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4296,4295573,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4296,4295779,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4296,4295981,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4296,4296203,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4296,4296452,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4297,4296800,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4297,4297100,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4297,4297302,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4298,4297514,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4298,4297718,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4298,4298041,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4298,4298343,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4299,4298555,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4299,4298855,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4299,4299155,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4299,4299466,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4300,4299777,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4300,4299988,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4300,4300308,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4301,4300603,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4301,4300903,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4301,4301214,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4301,4301436,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4302,4301838,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4302,4302052,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4302,4302335,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4303,4302648,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4303,4302950,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4303,4303281,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4303,4303492,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4304,4303704,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4304,4303916,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4304,4304125,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4304,4304330,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4305,4304590,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4305,4304923,26.25,26.75,26.0,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4305,4305136,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4305,4305375,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4306,4305588,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4306,4305790,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4306,4306004,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4306,4306230,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4307,4306542,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4307,4306743,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4307,4307069,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4307,4307271,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4307,4307474,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4308,4307701,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4308,4307924,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4308,4308126,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4308,4308326,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4309,4308540,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4309,4308741,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4309,4309041,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4309,4309242,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4309,4309448,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4310,4309705,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4310,4309916,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4310,4310117,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4310,4310318,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4311,4310524,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4311,4310834,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4311,4311134,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4311,4311448,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4312,4311669,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4312,4311884,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4312,4312100,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4312,4312373,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4313,4312676,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4313,4312976,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4313,4313183,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4313,4313385,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4314,4313615,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4314,4313917,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4314,4314219,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4314,4314430,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4315,4314640,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4315,4314940,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4315,4315140,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4315,4315342,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4316,4315643,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4316,4315953,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4316,4316267,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4317,4316571,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4317,4316882,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4317,4317182,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4317,4317492,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4318,4317803,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4318,4318410,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4319,4318799,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4319,4319099,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4319,4319340,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4320,4319749,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4320,4319981,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4320,4320301,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4321,4320669,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4321,4320972,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4321,4321182,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4322,4321585,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4322,4321905,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4322,4322105,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4322,4322325,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4323,4322613,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4323,4322913,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4323,4323124,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4324,4323644,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4324,4323946,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4324,4324147,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4324,4324369,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4325,4324667,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4325,4324967,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4325,4325268,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4326,4325588,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4326,4325889,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4326,4326100,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4326,4326300,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4327,4326521,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4327,4326722,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4327,4327022,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4327,4327323,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4328,4327634,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4328,4327934,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4328,4328134,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4328,4328344,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4329,4328575,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4329,4328860,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4329,4329160,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4329,4329481,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4330,4329683,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4330,4329903,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4330,4330103,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4330,4330316,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4331,4330715,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4331,4331015,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4331,4331215,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4331,4331415,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4332,4331617,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4332,4331927,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4332,4332247,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4332,4332459,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4333,4332703,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4333,4333003,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4333,4333357,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4334,4333558,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4334,4333876,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4334,4334076,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4334,4334276,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4334,4334499,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4335,4334798,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4335,4335098,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4335,4335301,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4336,4335504,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4336,4335712,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4336,4335914,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4336,4336121,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4336,4336459,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4337,4336671,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4337,4337047,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4337,4337269,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4338,4337564,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4338,4337825,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4338,4338075,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4338,4338386,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4339,4338687,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4339,4338987,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4339,4339317,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4340,4339610,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4340,4339811,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4340,4340011,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4340,4340324,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4341,4340645,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4341,4340945,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4341,4341246,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4341,4341467,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4342,4341699,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4342,4341902,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4342,4342106,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4342,4342310,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4343,4342525,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4343,4342790,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4343,4343090,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4343,4343292,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4344,4343523,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4344,4343752,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4344,4344019,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4344,4344220,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4345,4344592,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4345,4344892,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4345,4345141,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4345,4345342,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4346,4345544,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4346,4345745,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4346,4346068,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4346,4346268,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4347,4346579,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4347,4346790,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4347,4347090,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4347,4347290,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4348,4347669,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4348,4347872,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4348,4348073,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4348,4348285,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4348,4348485,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4349,4348726,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4349,4349040,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4349,4349314,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4350,4349529,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4350,4349851,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4350,4350162,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4350,4350392,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4351,4350665,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4351,4350988,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,26.75
4351,4351242,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4352,4351503,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4352,4351796,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4352,4352008,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4352,4352243,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4352,4352484,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4353,4352716,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4353,4353028,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4353,4353379,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4354,4353682,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4354,4353946,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4354,4354146,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4355,4354558,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4355,4354829,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4355,4355129,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4355,4355339,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4356,4355580,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4356,4355815,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4356,4356106,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4356,4356406,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4357,4356627,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4357,4356927,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4357,4357128,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4357,4357431,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4358,4357734,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4358,4358045,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4358,4358358,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4359,4358576,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4359,4358816,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4359,4359116,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.25,26.5,27.0
4359,4359379,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4360,4359642,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4360,4360025,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4360,4360257,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4360,4360498,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4361,4360699,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4361,4360999,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4361,4361268,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4361,4361472,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4362,4361833,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4362,4362133,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4362,4362364,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4363,4362575,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4363,4362849,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4363,4363149,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4363,4363381,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4364,4363674,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4364,4363875,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4364,4364076,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4364,4364428,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4365,4364701,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4365,4365001,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4365,4365310,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4366,4365511,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4366,4366032,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4366,4366242,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4367,4366733,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
4367,4367033,26.25,26.75,26.25,26.5,26.25,26.75,26.5,26.5,26.5,27.0
